Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
81.2706	2.0083	happiness:smile::accept:reject	None	accept:reject	0	None	2	None	4	0	0	0	0	1	0
84.1263	1.0876	happiness:smile::accept:reject	happiness:smile	accept:reject	0	3	2	8	4	['a']	a	2	0	0	1
86.2360	2.0125	speak:express::flee:escape	speak:express	None	None	3	None	9	None	0	0	0	1	0	0
88.9688	2.0119	speak:express::flee:escape	None	flee:escape	1	None	3	None	9	0	0	0	0	1	0
91.8964	1.0958	speak:express::flee:escape	speak:express	flee:escape	1	3	3	9	9	['l']	l	2	0	0	1
94.0109	2.0006	fun:boring::powerful:meek	fun:boring	None	None	2	None	6	None	0	0	0	1	0	0
98.3411	2.0161	fun:boring::powerful:meek	None	powerful:meek	1	None	2	None	6	0	0	0	0	1	0
100.9852	0.5443	fun:boring::powerful:meek	fun:boring	powerful:meek	1	2	2	6	6	['a']	a	1	0	0	1
102.5613	1.9998	bright:dull::ladder:stairs	bright:dull	None	None	2	None	6	None	0	0	0	1	0	0
105.9535	2.0149	bright:dull::ladder:stairs	None	ladder:stairs	0	None	1	None	2	0	0	0	0	1	0
108.5652	2.4550	bright:dull::ladder:stairs	bright:dull	ladder:stairs	0	2	1	6	2	['l']	a	2	0	0	1
112.0478	2.0040	fence:hedge::paper:parchment	fence:hedge	None	None	1	None	2	None	0	0	0	1	0	0
115.0092	2.0124	fence:hedge::paper:parchment	None	paper:parchment	1	None	1	None	2	0	0	0	0	1	0
118.2904	0.4112	fence:hedge::paper:parchment	fence:hedge	paper:parchment	1	1	1	2	2	['a']	l	2	0	0	1
119.7271	2.0150	bath:cleanliness::pencil:pen	bath:cleanliness	None	None	3	None	7	None	0	0	0	1	0	0
122.3243	2.0144	bath:cleanliness::pencil:pen	None	pencil:pen	0	None	1	None	2	0	0	0	0	1	0
124.8738	1.4881	bath:cleanliness::pencil:pen	bath:cleanliness	pencil:pen	0	3	1	7	2	['l']	a	2	0	0	1
127.3880	2.0150	workout:sweat::disease:sickness	workout:sweat	None	None	3	None	7	None	0	0	0	1	0	0
130.8944	2.0107	workout:sweat::disease:sickness	None	disease:sickness	1	None	3	None	7	0	0	0	0	1	0
134.1865	0.6499	workout:sweat::disease:sickness	workout:sweat	disease:sickness	1	3	3	7	7	['a']	a	1	0	0	1
135.8574	2.0148	read:learn::sleep:rest	read:learn	None	None	3	None	9	None	0	0	0	1	0	0
138.5284	2.0006	read:learn::sleep:rest	None	sleep:rest	1	None	3	None	9	0	0	0	0	1	0
141.8922	0.7286	read:learn::sleep:rest	read:learn	sleep:rest	1	3	3	9	9	['l']	l	2	0	0	1
143.6393	1.9999	witty:dumb::loss:grief	witty:dumb	None	None	2	None	6	None	0	0	0	1	0	0
146.3432	2.0001	witty:dumb::loss:grief	None	loss:grief	0	None	3	None	7	0	0	0	0	1	0
148.9245	0.6286	witty:dumb::loss:grief	witty:dumb	loss:grief	0	2	3	6	7	['a']	a	2	0	0	1
150.5792	2.0029	joke:laughter::rise:tide	joke:laughter	None	None	3	None	7	None	0	0	0	1	0	0
153.9110	2.0153	joke:laughter::rise:tide	None	rise:tide	0	None	1	None	3	0	0	0	0	1	0
156.7421	0.7199	joke:laughter::rise:tide	joke:laughter	rise:tide	0	3	1	7	3	['l']	a	2	0	0	1
158.4898	1.9886	house:home::boat:ship	house:home	None	None	1	None	1	None	0	0	0	1	0	0
161.1343	2.0007	house:home::boat:ship	None	boat:ship	1	None	1	None	1	0	0	0	0	1	0
164.2316	0.4549	house:home::boat:ship	house:home	boat:ship	1	1	1	1	1	['a']	a	1	0	0	1
165.7170	2.0024	illness:discomfort::stimulus:response	illness:discomfort	None	None	3	None	7	None	0	0	0	1	0	0
168.7847	2.0132	illness:discomfort::stimulus:response	None	stimulus:response	1	None	3	None	7	0	0	0	0	1	0
171.9420	0.6339	illness:discomfort::stimulus:response	illness:discomfort	stimulus:response	1	3	3	7	7	['a']	a	1	0	0	1
173.6039	2.0109	book:magazine::exercise:healthy	book:magazine	None	None	1	None	2	None	0	0	0	1	0	0
176.2736	2.0140	book:magazine::exercise:healthy	None	exercise:healthy	0	None	3	None	9	0	0	0	0	1	0
179.3217	0.5901	book:magazine::exercise:healthy	book:magazine	exercise:healthy	0	1	3	2	9	['l']	a	2	0	0	1
180.9277	2.0058	bathe:clean::run:sprint	bathe:clean	None	None	3	None	9	None	0	0	0	1	0	0
184.5905	1.9998	bathe:clean::run:sprint	None	run:sprint	0	None	1	None	1	0	0	0	0	1	0
187.5646	0.5680	bathe:clean::run:sprint	bathe:clean	run:sprint	0	3	1	9	1	['l']	a	2	0	0	1
189.1548	2.0026	rich:poor::fast:slow	rich:poor	None	None	2	None	4	None	0	0	0	1	0	0
191.9509	2.0014	rich:poor::fast:slow	None	fast:slow	1	None	2	None	4	0	0	0	0	1	0
194.5171	0.4579	rich:poor::fast:slow	rich:poor	fast:slow	1	2	2	4	4	['a']	a	1	0	0	1
195.9999	2.0002	table:desk::wagon:trailer	table:desk	None	None	1	None	2	None	0	0	0	1	0	0
198.6416	2.0126	table:desk::wagon:trailer	None	wagon:trailer	1	None	1	None	2	0	0	0	0	1	0
202.4384	0.5657	table:desk::wagon:trailer	table:desk	wagon:trailer	1	1	1	2	2	['a']	a	1	0	0	1
204.0300	2.0011	big:large::low:up	big:large	None	None	1	None	1	None	0	0	0	1	0	0
206.6767	2.0111	big:large::low:up	None	low:up	0	None	2	None	6	0	0	0	0	1	0
209.8484	0.6619	big:large::low:up	big:large	low:up	0	1	2	1	6	['a']	a	2	0	0	1
211.5337	2.0024	start:finish::top:bottom	start:finish	None	None	2	None	5	None	0	0	0	1	0	0
215.1619	2.0109	start:finish::top:bottom	None	top:bottom	1	None	2	None	5	0	0	0	0	1	0
218.1924	0.6931	start:finish::top:bottom	start:finish	top:bottom	1	2	2	5	5	['l']	l	2	0	0	1
219.9082	2.0002	chair:sofa::east:west	chair:sofa	None	None	1	None	2	None	0	0	0	1	0	0
223.1741	2.0007	chair:sofa::east:west	None	east:west	0	None	2	None	5	0	0	0	0	1	0
225.7715	0.5065	chair:sofa::east:west	chair:sofa	east:west	0	1	2	2	5	['a']	a	2	0	0	1
227.2984	2.0145	study:learn::warm:cool	study:learn	None	None	3	None	9	None	0	0	0	1	0	0
230.2972	2.0007	study:learn::warm:cool	None	warm:cool	0	None	2	None	4	0	0	0	0	1	0
232.8518	0.9326	study:learn::warm:cool	study:learn	warm:cool	0	3	2	9	4	['l']	l	1	0	0	1
234.8068	2.0123	dark:light::hill:mountain	dark:light	None	None	2	None	4	None	0	0	0	1	0	0
237.4455	2.0148	dark:light::hill:mountain	None	hill:mountain	0	None	1	None	2	0	0	0	0	1	0
240.1185	0.8316	dark:light::hill:mountain	dark:light	hill:mountain	0	2	1	4	2	['l']	l	1	0	0	1
241.9606	2.0031	high:low::up:down	high:low	None	None	2	None	5	None	0	0	0	1	0	0
245.2937	2.0143	high:low::up:down	None	up:down	1	None	2	None	5	0	0	0	0	1	0
247.9053	0.5902	high:low::up:down	high:low	up:down	1	2	2	5	5	['l']	l	2	0	0	1
249.5135	2.0037	coldness:shiver::sword:knife	coldness:shiver	None	None	3	None	8	None	0	0	0	1	0	0
253.8122	1.9999	coldness:shiver::sword:knife	None	sword:knife	0	None	1	None	2	0	0	0	0	1	0
256.6123	1.4075	coldness:shiver::sword:knife	coldness:shiver	sword:knife	0	3	1	8	2	['l']	a	2	0	0	1
259.0484	2.0148	pants:trousers::spin:twirl	pants:trousers	None	None	1	None	1	None	0	0	0	1	0	0
261.7325	2.0000	pants:trousers::spin:twirl	None	spin:twirl	1	None	1	None	1	0	0	0	0	1	0
264.7985	0.8193	pants:trousers::spin:twirl	pants:trousers	spin:twirl	1	1	1	1	1	['l']	l	2	0	0	1
266.6410	2.0117	terror:fear::dim:light	terror:fear	None	None	1	None	3	None	0	0	0	1	0	0
269.8096	1.9998	terror:fear::dim:light	None	dim:light	1	None	1	None	3	0	0	0	0	1	0
272.4101	0.9223	terror:fear::dim:light	terror:fear	dim:light	1	1	1	3	3	['l']	a	1	0	0	1
274.3618	2.0152	flood:water::sadness:cry	flood:water	None	None	1	None	3	None	0	0	0	1	0	0
277.5184	2.0003	flood:water::sadness:cry	None	sadness:cry	0	None	3	None	8	0	0	0	0	1	0
280.0677	0.8028	flood:water::sadness:cry	flood:water	sadness:cry	0	1	3	3	8	['a']	l	1	0	0	1
