Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
153.0477	0.7292	discount:price::heat:temperature	discount:price	heat:temperature	1	1	1	3	3	['a']	a	1	0	0	1
154.7953	2.0003	boat:ship::big:large	boat:ship	None	None	1	None	1	None	0	0	0	1	0	0
157.3895	2.0004	boat:ship::big:large	None	big:large	1	None	1	None	1	0	0	0	0	1	0
160.5809	0.4784	boat:ship::big:large	boat:ship	big:large	1	1	1	1	1	['a']	a	1	0	0	1
162.0779	2.0159	pencil:pen::fence:hedge	pencil:pen	None	None	1	None	2	None	0	0	0	1	0	0
165.0006	2.0156	pencil:pen::fence:hedge	None	fence:hedge	1	None	1	None	2	0	0	0	0	1	0
167.6590	0.6206	pencil:pen::fence:hedge	pencil:pen	fence:hedge	1	1	1	2	2	['a']	a	1	0	0	1
169.2978	1.9885	loss:grief::fire:burns	loss:grief	None	None	3	None	7	None	0	0	0	1	0	0
172.8807	2.0138	loss:grief::fire:burns	None	fire:burns	1	None	3	None	7	0	0	0	0	1	0
175.8055	2.3672	loss:grief::fire:burns	loss:grief	fire:burns	1	3	3	7	7	['a']	l	2	0	0	1
179.1936	2.0002	wash:clean::cook:eat	wash:clean	None	None	3	None	9	None	0	0	0	1	0	0
181.9456	2.0140	wash:clean::cook:eat	None	cook:eat	1	None	3	None	9	0	0	0	0	1	0
189.2287	1.1843	wash:clean::cook:eat	wash:clean	cook:eat	1	3	3	9	9	['a']	l	2	0	0	1
191.4194	2.0127	stimulus:response::workout:sweat	stimulus:response	None	None	3	None	7	None	0	0	0	1	0	0
196.3364	1.9990	stimulus:response::workout:sweat	None	workout:sweat	1	None	3	None	7	0	0	0	0	1	0
199.8351	0.6949	stimulus:response::workout:sweat	stimulus:response	workout:sweat	1	3	3	7	7	['l']	l	2	0	0	1
201.5502	1.9891	in:out::left:right	in:out	None	None	2	None	5	None	0	0	0	1	0	0
204.9534	1.9934	in:out::left:right	None	left:right	1	None	2	None	5	0	0	0	0	1	0
207.6386	0.7092	in:out::left:right	in:out	left:right	1	2	2	5	5	['l']	l	2	0	0	1
209.3680	1.9967	low:up::funny:serious	low:up	None	None	2	None	6	None	0	0	0	1	0	0
213.0692	2.0152	low:up::funny:serious	None	funny:serious	1	None	2	None	6	0	0	0	0	1	0
215.8210	1.7151	low:up::funny:serious	low:up	funny:serious	1	2	2	6	6	['a']	a	1	0	0	1
218.5545	2.0150	cute:adorable::burnish:shine	cute:adorable	None	None	1	None	1	None	0	0	0	1	0	0
221.3209	2.0151	cute:adorable::burnish:shine	None	burnish:shine	0	None	3	None	9	0	0	0	0	1	0
224.3698	0.9924	cute:adorable::burnish:shine	cute:adorable	burnish:shine	0	1	3	1	9	['a']	l	1	0	0	1
226.3842	2.0034	heater:warmth::climb:descend	heater:warmth	None	None	3	None	7	None	0	0	0	1	0	0
229.1867	2.0025	heater:warmth::climb:descend	None	climb:descend	0	None	2	None	5	0	0	0	0	1	0
231.9431	1.6412	heater:warmth::climb:descend	heater:warmth	climb:descend	0	3	2	7	5	['l']	a	2	0	0	1
234.6002	1.9971	rise:sink::shovel:spoon	rise:sink	None	None	2	None	5	None	0	0	0	1	0	0
237.1312	2.0066	rise:sink::shovel:spoon	None	shovel:spoon	0	None	1	None	2	0	0	0	0	1	0
240.3915	2.2052	rise:sink::shovel:spoon	rise:sink	shovel:spoon	0	2	1	5	2	['a']	a	2	0	0	1
243.6248	2.0141	dim:light::joke:laughter	dim:light	None	None	1	None	3	None	0	0	0	1	0	0
247.8282	2.0144	dim:light::joke:laughter	None	joke:laughter	0	None	3	None	7	0	0	0	0	1	0
250.6291	0.8835	dim:light::joke:laughter	dim:light	joke:laughter	0	1	3	3	7	['a']	a	2	0	0	1
252.5371	2.0087	paper:parchment::chair:sofa	paper:parchment	None	None	1	None	2	None	0	0	0	1	0	0
255.9465	2.0157	paper:parchment::chair:sofa	None	chair:sofa	1	None	1	None	2	0	0	0	0	1	0
258.8875	0.7573	paper:parchment::chair:sofa	paper:parchment	chair:sofa	1	1	1	2	2	['a']	a	1	0	0	1
260.6673	2.0153	day:evening::speak:express	day:evening	None	None	2	None	6	None	0	0	0	1	0	0
263.7194	2.0087	day:evening::speak:express	None	speak:express	0	None	3	None	9	0	0	0	0	1	0
266.2932	2.9418	day:evening::speak:express	day:evening	speak:express	0	2	3	6	9	['l']	l	1	0	0	1
270.2629	1.9945	thirsty:drink::anger:yell	thirsty:drink	None	None	3	None	8	None	0	0	0	1	0	0
273.3229	2.0132	thirsty:drink::anger:yell	None	anger:yell	1	None	3	None	8	0	0	0	0	1	0
276.1671	1.3577	thirsty:drink::anger:yell	thirsty:drink	anger:yell	1	3	3	8	8	['l']	l	2	0	0	1
278.5556	2.0157	black:white::terror:fear	black:white	None	None	2	None	4	None	0	0	0	1	0	0
281.8225	2.0151	black:white::terror:fear	None	terror:fear	0	None	1	None	3	0	0	0	0	1	0
284.7327	1.7693	black:white::terror:fear	black:white	terror:fear	0	2	1	4	3	['a']	a	2	0	0	1
287.5278	2.0162	tiredness:rest::dark:light	tiredness:rest	None	None	3	None	8	None	0	0	0	1	0	0
290.1065	1.9882	tiredness:rest::dark:light	None	dark:light	0	None	2	None	4	0	0	0	0	1	0
292.9287	0.9298	tiredness:rest::dark:light	tiredness:rest	dark:light	0	3	2	8	4	['a']	a	2	0	0	1
294.8773	2.0151	darken:color::soften:voice	darken:color	None	None	1	None	3	None	0	0	0	1	0	0
297.7467	2.0147	darken:color::soften:voice	None	soften:voice	1	None	1	None	3	0	0	0	0	1	0
300.6535	2.1308	darken:color::soften:voice	darken:color	soften:voice	1	1	1	3	3	['l']	l	2	0	0	1
303.8056	2.0008	up:down::high:low	up:down	None	None	2	None	5	None	0	0	0	1	0	0
306.4783	2.0009	up:down::high:low	None	high:low	1	None	2	None	5	0	0	0	0	1	0
309.1233	2.0455	up:down::high:low	up:down	high:low	1	2	2	5	5	['l']	l	2	0	0	1
