Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
87.3639	0.6951	left:right::in:out	left:right	in:out	1	2	2	5	5	['a']	a	1	0	0	1
89.0837	2.0150	acceleration:speed::inflation:price	acceleration:speed	None	None	1	None	3	None	0	0	0	1	0	0
92.1481	2.0152	acceleration:speed::inflation:price	None	inflation:price	1	None	1	None	3	0	0	0	0	1	0
95.2773	0.5207	acceleration:speed::inflation:price	acceleration:speed	inflation:price	1	1	1	3	3	['a']	a	1	0	0	1
96.8228	1.9943	good:wrong::nervousness:sweat	good:wrong	None	None	2	None	6	None	0	0	0	1	0	0
99.7582	2.0128	good:wrong::nervousness:sweat	None	nervousness:sweat	0	None	3	None	8	0	0	0	0	1	0
102.2901	0.6689	good:wrong::nervousness:sweat	good:wrong	nervousness:sweat	0	2	3	6	8	['a']	a	2	0	0	1
103.9906	2.0006	chair:sofa::pencil:pen	chair:sofa	None	None	1	None	2	None	0	0	0	1	0	0
106.8506	2.0009	chair:sofa::pencil:pen	None	pencil:pen	1	None	1	None	2	0	0	0	0	1	0
109.4942	0.4455	chair:sofa::pencil:pen	chair:sofa	pencil:pen	1	1	1	2	2	['a']	a	1	0	0	1
110.9671	2.0109	loneliness:socialize::fright:scream	loneliness:socialize	None	None	3	None	8	None	0	0	0	1	0	0
114.2144	2.0153	loneliness:socialize::fright:scream	None	fright:scream	1	None	3	None	8	0	0	0	0	1	0
117.1538	1.8544	loneliness:socialize::fright:scream	loneliness:socialize	fright:scream	1	3	3	8	8	['l']	a	1	0	0	1
120.0190	2.0160	dark:light::big:small	dark:light	None	None	2	None	4	None	0	0	0	1	0	0
122.9262	2.0031	dark:light::big:small	None	big:small	1	None	2	None	4	0	0	0	0	1	0
126.1041	0.9474	dark:light::big:small	dark:light	big:small	1	2	2	4	4	['l']	l	2	0	0	1
128.0691	2.0160	bright:dark::fat:thin	bright:dark	None	None	2	None	4	None	0	0	0	1	0	0
130.8670	1.9977	bright:dark::fat:thin	None	fat:thin	1	None	2	None	4	0	0	0	0	1	0
133.4613	0.4303	bright:dark::fat:thin	bright:dark	fat:thin	1	2	2	4	4	['a']	a	1	0	0	1
134.9044	2.0154	dirty:bathe::thirsty:drink	dirty:bathe	None	None	3	None	8	None	0	0	0	1	0	0
137.6670	2.0149	dirty:bathe::thirsty:drink	None	thirsty:drink	1	None	3	None	8	0	0	0	0	1	0
140.9353	0.6356	dirty:bathe::thirsty:drink	dirty:bathe	thirsty:drink	1	3	3	8	8	['l']	l	2	0	0	1
142.5885	2.0012	car:auto::top:bottom	car:auto	None	None	1	None	1	None	0	0	0	1	0	0
145.4030	1.9915	car:auto::top:bottom	None	top:bottom	0	None	2	None	5	0	0	0	0	1	0
148.1181	0.6821	car:auto::top:bottom	car:auto	top:bottom	0	1	2	1	5	['a']	a	2	0	0	1
149.8180	2.0153	climb:descend::pretty:beautiful	climb:descend	None	None	2	None	5	None	0	0	0	1	0	0
152.7542	2.0137	climb:descend::pretty:beautiful	None	pretty:beautiful	0	None	1	None	1	0	0	0	0	1	0
156.1626	0.6218	climb:descend::pretty:beautiful	climb:descend	pretty:beautiful	0	2	1	5	1	['a']	a	2	0	0	1
157.7977	2.0000	rich:poor::stimulus:response	rich:poor	None	None	2	None	4	None	0	0	0	1	0	0
160.7071	2.0145	rich:poor::stimulus:response	None	stimulus:response	0	None	3	None	7	0	0	0	0	1	0
163.5058	2.2552	rich:poor::stimulus:response	rich:poor	stimulus:response	0	2	3	4	7	['l']	a	2	0	0	1
166.7864	2.0143	exercise:fitness::pillow:cushion	exercise:fitness	None	None	3	None	7	None	0	0	0	1	0	0
170.6317	2.0137	exercise:fitness::pillow:cushion	None	pillow:cushion	0	None	1	None	2	0	0	0	0	1	0
173.2143	1.2449	exercise:fitness::pillow:cushion	exercise:fitness	pillow:cushion	0	3	1	7	2	['l']	a	2	0	0	1
175.4909	2.0155	workout:sweat::tragedy:tears	workout:sweat	None	None	3	None	7	None	0	0	0	1	0	0
178.4815	2.0151	workout:sweat::tragedy:tears	None	tragedy:tears	1	None	3	None	7	0	0	0	0	1	0
181.2495	2.1378	workout:sweat::tragedy:tears	workout:sweat	tragedy:tears	1	3	3	7	7	['l']	l	2	0	0	1
184.4197	2.0133	read:learn::just:unfair	read:learn	None	None	3	None	9	None	0	0	0	1	0	0
189.2683	2.0125	read:learn::just:unfair	None	just:unfair	0	None	2	None	6	0	0	0	0	1	0
191.9864	1.5699	read:learn::just:unfair	read:learn	just:unfair	0	3	2	9	6	['l']	l	1	0	0	1
194.5790	1.9968	shovel:spoon::black:white	shovel:spoon	None	None	1	None	2	None	0	0	0	1	0	0
197.2166	2.0077	shovel:spoon::black:white	None	black:white	0	None	2	None	4	0	0	0	0	1	0
199.8518	0.6731	shovel:spoon::black:white	shovel:spoon	black:white	0	1	2	2	4	['l']	l	1	0	0	1
201.5547	2.0150	north:south::east:west	north:south	None	None	2	None	5	None	0	0	0	1	0	0
204.3827	2.0003	north:south::east:west	None	east:west	1	None	2	None	5	0	0	0	0	1	0
208.0427	0.6006	north:south::east:west	north:south	east:west	1	2	2	5	5	['a']	a	1	0	0	1
209.6676	2.0147	danger:flee::force:pressure	danger:flee	None	None	3	None	8	None	0	0	0	1	0	0
212.6845	2.0144	danger:flee::force:pressure	None	force:pressure	0	None	1	None	3	0	0	0	0	1	0
215.5924	0.8239	danger:flee::force:pressure	danger:flee	force:pressure	0	3	1	8	3	['l']	a	2	0	0	1
217.4328	1.9980	kid:child::make:manufacture	kid:child	None	None	1	None	1	None	0	0	0	1	0	0
220.0893	2.0144	kid:child::make:manufacture	None	make:manufacture	1	None	1	None	1	0	0	0	0	1	0
223.1400	0.8880	kid:child::make:manufacture	kid:child	make:manufacture	1	1	1	1	1	['a']	a	1	0	0	1
225.0586	2.0158	joke:laughter::right:bad	joke:laughter	None	None	3	None	7	None	0	0	0	1	0	0
227.7305	2.0010	joke:laughter::right:bad	None	right:bad	0	None	2	None	6	0	0	0	0	1	0
230.6974	0.8538	joke:laughter::right:bad	joke:laughter	right:bad	0	3	2	7	6	['a']	a	2	0	0	1
232.5697	2.0159	bathe:clean::work:earn	bathe:clean	None	None	3	None	9	None	0	0	0	1	0	0
235.5542	2.0010	bathe:clean::work:earn	None	work:earn	1	None	3	None	9	0	0	0	0	1	0
238.4842	1.0406	bathe:clean::work:earn	bathe:clean	work:earn	1	3	3	9	9	['l']	l	2	0	0	1
240.5448	2.0152	speed:movement::raise:salary	speed:movement	None	None	1	None	3	None	0	0	0	1	0	0
244.6835	2.0095	speed:movement::raise:salary	None	raise:salary	1	None	1	None	3	0	0	0	0	1	0
247.3675	0.4175	speed:movement::raise:salary	speed:movement	raise:salary	1	1	1	3	3	['a']	a	1	0	0	1
248.8038	2.0158	bright:dull::day:evening	bright:dull	None	None	2	None	6	None	0	0	0	1	0	0
252.0929	2.0136	bright:dull::day:evening	None	day:evening	1	None	2	None	6	0	0	0	0	1	0
255.5475	0.5073	bright:dull::day:evening	bright:dull	day:evening	1	2	2	6	6	['a']	a	1	0	0	1
257.0790	2.0102	teach:instruct::up:down	teach:instruct	None	None	1	None	1	None	0	0	0	1	0	0
260.0429	2.0032	teach:instruct::up:down	None	up:down	0	None	2	None	5	0	0	0	0	1	0
263.2835	0.6179	teach:instruct::up:down	teach:instruct	up:down	0	1	2	1	5	['a']	a	2	0	0	1
264.9232	1.9897	high:down::discount:price	high:down	None	None	2	None	6	None	0	0	0	1	0	0
267.4305	2.0143	high:down::discount:price	None	discount:price	0	None	1	None	3	0	0	0	0	1	0
270.9802	1.4398	high:down::discount:price	high:down	discount:price	0	2	1	6	3	['l']	l	1	0	0	1
273.4488	2.0160	study:learn::old:young	study:learn	None	None	3	None	9	None	0	0	0	1	0	0
275.9959	1.9894	study:learn::old:young	None	old:young	0	None	2	None	4	0	0	0	0	1	0
278.8468	1.2800	study:learn::old:young	study:learn	old:young	0	3	2	9	4	['l']	l	1	0	0	1
281.1437	2.0001	rake:fork::trim:shorten	rake:fork	None	None	1	None	2	None	0	0	0	1	0	0
284.0194	2.0122	rake:fork::trim:shorten	None	trim:shorten	0	None	3	None	9	0	0	0	0	1	0
287.1753	0.5194	rake:fork::trim:shorten	rake:fork	trim:shorten	0	1	3	2	9	['l']	a	2	0	0	1
