Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
135.4036	3.0042	flee:escape::read:learn	flee:escape	read:learn	1	3	3	9	9	None	l	2	0	0	1
139.4283	2.0003	sleep:rest::bright:dark	sleep:rest	None	None	3	None	9	None	0	0	0	1	0	0
141.9914	1.9998	sleep:rest::bright:dark	None	bright:dark	0	None	2	None	4	0	0	0	0	1	0
144.6035	2.4706	sleep:rest::bright:dark	sleep:rest	bright:dark	0	3	2	9	4	['a']	l	1	0	0	1
148.1038	2.0137	explosion:damage::fun:boring	explosion:damage	None	None	3	None	7	None	0	0	0	1	0	0
151.7127	2.0082	explosion:damage::fun:boring	None	fun:boring	0	None	2	None	6	0	0	0	0	1	0
154.3643	0.8242	explosion:damage::fun:boring	explosion:damage	fun:boring	0	3	2	7	6	['l']	l	1	0	0	1
156.2064	2.0041	ignite:burn::speed:movement	ignite:burn	None	None	3	None	9	None	0	0	0	1	0	0
158.8214	2.0144	ignite:burn::speed:movement	None	speed:movement	0	None	1	None	3	0	0	0	0	1	0
161.3703	2.7926	ignite:burn::speed:movement	ignite:burn	speed:movement	0	3	1	9	3	['l']	a	2	0	0	1
165.1816	2.0119	loud:discreet::majority:small	loud:discreet	None	None	2	None	6	None	0	0	0	1	0	0
167.8041	2.0147	loud:discreet::majority:small	None	majority:small	1	None	2	None	6	0	0	0	0	1	0
172.0411	2.3454	loud:discreet::majority:small	loud:discreet	majority:small	1	2	2	6	6	['l']	l	2	0	0	1
175.4129	2.0143	sadness:cry::table:desk	sadness:cry	None	None	3	None	8	None	0	0	0	1	0	0
178.5355	2.0054	sadness:cry::table:desk	None	table:desk	0	None	1	None	2	0	0	0	0	1	0
181.1688	1.1161	sadness:cry::table:desk	sadness:cry	table:desk	0	3	1	8	2	['l']	a	2	0	0	1
183.3064	2.0180	make:manufacture::obey:protest	make:manufacture	None	None	1	None	1	None	0	0	0	1	0	0
186.6396	2.0133	make:manufacture::obey:protest	None	obey:protest	0	None	2	None	6	0	0	0	0	1	0
189.2335	1.0246	make:manufacture::obey:protest	make:manufacture	obey:protest	0	1	2	1	6	['l']	l	1	0	0	1
191.2806	2.0084	exercise:healthy::breathe:live	exercise:healthy	None	None	3	None	9	None	0	0	0	1	0	0
193.8377	2.0140	exercise:healthy::breathe:live	None	breathe:live	1	None	3	None	9	0	0	0	0	1	0
196.9636	0.6003	exercise:healthy::breathe:live	exercise:healthy	breathe:live	1	3	3	9	9	['a']	a	1	0	0	1
198.5896	2.0152	fright:scream::loneliness:socialize	fright:scream	None	None	3	None	8	None	0	0	0	1	0	0
201.4840	2.0118	fright:scream::loneliness:socialize	None	loneliness:socialize	1	None	3	None	8	0	0	0	0	1	0
204.8064	0.6811	fright:scream::loneliness:socialize	fright:scream	loneliness:socialize	1	3	3	8	8	['l']	a	1	0	0	1
206.5082	2.0152	thirst:drink::happiness:smile	thirst:drink	None	None	3	None	8	None	0	0	0	1	0	0
209.3067	2.0143	thirst:drink::happiness:smile	None	happiness:smile	1	None	3	None	8	0	0	0	0	1	0
211.9965	0.9181	thirst:drink::happiness:smile	thirst:drink	happiness:smile	1	3	3	8	8	['l']	l	2	0	0	1
213.9462	1.9937	right:bad::advertise:promote	right:bad	None	None	2	None	6	None	0	0	0	1	0	0
216.7391	2.0025	right:bad::advertise:promote	None	advertise:promote	0	None	3	None	9	0	0	0	0	1	0
219.2755	0.6345	right:bad::advertise:promote	right:bad	advertise:promote	0	2	3	6	9	['a']	l	1	0	0	1
220.9296	2.0003	couch:sofa::kid:child	couch:sofa	None	None	1	None	1	None	0	0	0	1	0	0
224.2901	2.0153	couch:sofa::kid:child	None	kid:child	1	None	1	None	1	0	0	0	0	1	0
227.0270	0.6560	couch:sofa::kid:child	couch:sofa	kid:child	1	1	1	1	1	['l']	l	2	0	0	1
228.7133	2.0151	ladder:stairs::bathe:clean	ladder:stairs	None	None	1	None	2	None	0	0	0	1	0	0
231.4491	2.0144	ladder:stairs::bathe:clean	None	bathe:clean	0	None	3	None	9	0	0	0	0	1	0
234.6071	0.7706	ladder:stairs::bathe:clean	ladder:stairs	bathe:clean	0	1	3	2	9	['l']	a	2	0	0	1
236.4038	2.0136	interior:exterior::below:above	interior:exterior	None	None	2	None	5	None	0	0	0	1	0	0
240.8904	2.0142	interior:exterior::below:above	None	below:above	1	None	2	None	5	0	0	0	0	1	0
243.5329	0.8983	interior:exterior::below:above	interior:exterior	below:above	1	2	2	5	5	['l']	l	2	0	0	1
245.4586	2.0031	death:population::start:finish	death:population	None	None	1	None	3	None	0	0	0	1	0	0
248.0407	2.0152	death:population::start:finish	None	start:finish	0	None	2	None	5	0	0	0	0	1	0
251.1522	0.6501	death:population::start:finish	death:population	start:finish	0	1	2	3	5	['a']	l	1	0	0	1
252.8271	2.0109	repetition:boredom::good:wrong	repetition:boredom	None	None	3	None	7	None	0	0	0	1	0	0
255.7291	2.0117	repetition:boredom::good:wrong	None	good:wrong	0	None	2	None	6	0	0	0	0	1	0
258.3687	1.4954	repetition:boredom::good:wrong	repetition:boredom	good:wrong	0	3	2	7	6	['a']	a	2	0	0	1
260.8837	2.0117	forward:backward::north:south	forward:backward	None	None	2	None	5	None	0	0	0	1	0	0
263.5527	2.0159	forward:backward::north:south	None	north:south	1	None	2	None	5	0	0	0	0	1	0
266.2272	0.5612	forward:backward::north:south	forward:backward	north:south	1	2	2	5	5	['a']	a	1	0	0	1
267.8203	2.0149	tragedy:tears::exercise:fitness	tragedy:tears	None	None	3	None	7	None	0	0	0	1	0	0
271.7138	2.0133	tragedy:tears::exercise:fitness	None	exercise:fitness	1	None	3	None	7	0	0	0	0	1	0
274.2919	1.2577	tragedy:tears::exercise:fitness	tragedy:tears	exercise:fitness	1	3	3	7	7	['a']	a	1	0	0	1
276.5729	2.0040	raise:salary::shorten:distance	raise:salary	None	None	1	None	3	None	0	0	0	1	0	0
279.3726	2.0029	raise:salary::shorten:distance	None	shorten:distance	1	None	1	None	3	0	0	0	0	1	0
282.2535	2.7115	raise:salary::shorten:distance	raise:salary	shorten:distance	1	1	1	3	3	['l']	l	2	0	0	1
285.9869	2.0153	big:small::difficult:easy	big:small	None	None	2	None	4	None	0	0	0	1	0	0
288.6152	2.0152	big:small::difficult:easy	None	difficult:easy	1	None	2	None	4	0	0	0	0	1	0
291.2888	0.6835	big:small::difficult:easy	big:small	difficult:easy	1	2	2	4	4	['a']	a	1	0	0	1
