Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
236.9819	0.8841	germs:sickness::acceleration:speed	germs:sickness	acceleration:speed	0	3	1	7	3	['l']	a	2	0	0	1
238.8795	2.0166	drink:hydrate::bathe:clean	drink:hydrate	None	None	3	None	9	None	0	0	0	1	0	0
242.3340	2.0161	drink:hydrate::bathe:clean	None	bathe:clean	1	None	3	None	9	0	0	0	0	1	0
246.1503	0.8192	drink:hydrate::bathe:clean	drink:hydrate	bathe:clean	1	3	3	9	9	['l']	l	2	0	0	1
247.9945	2.0135	dirtiness:bathe::hunger:eat	dirtiness:bathe	None	None	3	None	8	None	0	0	0	1	0	0
251.0723	2.0154	dirtiness:bathe::hunger:eat	None	hunger:eat	1	None	3	None	8	0	0	0	0	1	0
253.9337	0.8135	dirtiness:bathe::hunger:eat	dirtiness:bathe	hunger:eat	1	3	3	8	8	['a']	a	1	0	0	1
255.7765	2.0161	top:bottom::teach:instruct	top:bottom	None	None	2	None	5	None	0	0	0	1	0	0
258.7816	2.0037	top:bottom::teach:instruct	None	teach:instruct	0	None	1	None	1	0	0	0	0	1	0
261.5070	0.8574	top:bottom::teach:instruct	top:bottom	teach:instruct	0	2	1	5	1	['a']	a	2	0	0	1
263.3940	2.0146	discount:price::cook:eat	discount:price	None	None	1	None	3	None	0	0	0	1	0	0
266.2368	2.0021	discount:price::cook:eat	None	cook:eat	0	None	3	None	9	0	0	0	0	1	0
268.8790	1.6543	discount:price::cook:eat	discount:price	cook:eat	0	1	3	3	9	['a']	l	1	0	0	1
271.5568	2.0125	inflation:price::witty:dumb	inflation:price	None	None	1	None	3	None	0	0	0	1	0	0
275.5233	2.0005	inflation:price::witty:dumb	None	witty:dumb	0	None	2	None	6	0	0	0	0	1	0
278.2341	2.2091	inflation:price::witty:dumb	inflation:price	witty:dumb	0	1	2	3	6	['l']	l	1	0	0	1
281.4689	2.0150	raise:salary::lower:volume	raise:salary	None	None	1	None	3	None	0	0	0	1	0	0
286.5619	1.9908	raise:salary::lower:volume	None	lower:volume	1	None	1	None	3	0	0	0	0	1	0
289.6336	0.9715	raise:salary::lower:volume	raise:salary	lower:volume	1	1	1	3	3	['l']	l	2	0	0	1
291.6312	2.0006	couch:sofa::exercise:fitness	couch:sofa	None	None	1	None	1	None	0	0	0	1	0	0
294.4624	2.0151	couch:sofa::exercise:fitness	None	exercise:fitness	0	None	3	None	7	0	0	0	0	1	0
297.4810	2.5137	couch:sofa::exercise:fitness	couch:sofa	exercise:fitness	0	1	3	1	7	['l']	a	2	0	0	1
