Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
113.0126	2.0149	majority:small::just:unfair	majority:small	None	None	2	None	6	None	0	0	0	1	0	0
115.5903	2.0157	majority:small::just:unfair	None	just:unfair	1	None	2	None	6	0	0	0	0	1	0
118.2644	0.6874	majority:small::just:unfair	majority:small	just:unfair	1	2	2	6	6	['a']	a	1	0	0	1
119.9819	2.0001	heat:sweat::sickness:medicate	heat:sweat	None	None	3	None	8	None	0	0	0	1	0	0
122.8915	2.0135	heat:sweat::sickness:medicate	None	sickness:medicate	1	None	3	None	8	0	0	0	0	1	0
125.9035	1.6661	heat:sweat::sickness:medicate	heat:sweat	sickness:medicate	1	3	3	8	8	['l']	l	2	0	0	1
128.5918	2.0003	kid:child::couch:sofa	kid:child	None	None	1	None	1	None	0	0	0	1	0	0
131.3280	2.0152	kid:child::couch:sofa	None	couch:sofa	1	None	1	None	1	0	0	0	0	1	0
134.1745	0.6827	kid:child::couch:sofa	kid:child	couch:sofa	1	1	1	1	1	['l']	l	2	0	0	1
135.8747	1.9982	high:down::option:choice	high:down	None	None	2	None	6	None	0	0	0	1	0	0
138.7651	2.0151	high:down::option:choice	None	option:choice	0	None	1	None	1	0	0	0	0	1	0
143.5890	0.5397	high:down::option:choice	high:down	option:choice	0	2	1	6	1	['a']	a	2	0	0	1
145.1477	2.0030	raise:elevate::pretty:beautiful	raise:elevate	None	None	1	None	1	None	0	0	0	1	0	0
147.7308	2.0141	raise:elevate::pretty:beautiful	None	pretty:beautiful	1	None	1	None	1	0	0	0	0	1	0
150.4201	0.7864	raise:elevate::pretty:beautiful	raise:elevate	pretty:beautiful	1	1	1	1	1	['a']	a	1	0	0	1
152.2304	2.0154	tall:short::black:white	tall:short	None	None	2	None	4	None	0	0	0	1	0	0
155.3250	2.0113	tall:short::black:white	None	black:white	1	None	2	None	4	0	0	0	0	1	0
157.9340	0.4399	tall:short::black:white	tall:short	black:white	1	2	2	4	4	['a']	a	1	0	0	1
159.4026	2.0143	front:back::interior:exterior	front:back	None	None	2	None	5	None	0	0	0	1	0	0
162.8181	2.0136	front:back::interior:exterior	None	interior:exterior	1	None	2	None	5	0	0	0	0	1	0
165.9468	0.5768	front:back::interior:exterior	front:back	interior:exterior	1	2	2	5	5	['l']	l	2	0	0	1
167.5456	2.0139	exercise:fitness::repetition:boredom	exercise:fitness	None	None	3	None	7	None	0	0	0	1	0	0
171.0045	2.0093	exercise:fitness::repetition:boredom	None	repetition:boredom	1	None	3	None	7	0	0	0	0	1	0
173.6615	0.5857	exercise:fitness::repetition:boredom	exercise:fitness	repetition:boredom	1	3	3	7	7	['a']	a	1	0	0	1
175.2664	2.0066	stairs:ladder::big:small	stairs:ladder	None	None	1	None	2	None	0	0	0	1	0	0
178.1014	1.9896	stairs:ladder::big:small	None	big:small	0	None	2	None	4	0	0	0	0	1	0
181.0963	0.5976	stairs:ladder::big:small	stairs:ladder	big:small	0	1	2	2	4	['a']	a	2	0	0	1
182.7176	2.0151	breathe:live::forward:backward	breathe:live	None	None	3	None	9	None	0	0	0	1	0	0
185.2661	2.0023	breathe:live::forward:backward	None	forward:backward	0	None	2	None	5	0	0	0	0	1	0
189.2564	0.7677	breathe:live::forward:backward	breathe:live	forward:backward	0	3	2	9	5	['a']	a	2	0	0	1
191.0528	2.0043	difficult:easy::inflation:price	difficult:easy	None	None	2	None	4	None	0	0	0	1	0	0
193.8256	2.0134	difficult:easy::inflation:price	None	inflation:price	0	None	1	None	3	0	0	0	0	1	0
196.8582	0.5449	difficult:easy::inflation:price	difficult:easy	inflation:price	0	2	1	4	3	['a']	a	2	0	0	1
198.4360	2.0134	acceleration:speed::enthusiastic:lazy	acceleration:speed	None	None	1	None	3	None	0	0	0	1	0	0
201.4987	2.0142	acceleration:speed::enthusiastic:lazy	None	enthusiastic:lazy	0	None	2	None	6	0	0	0	0	1	0
204.4529	0.3199	acceleration:speed::enthusiastic:lazy	acceleration:speed	enthusiastic:lazy	0	1	2	3	6	['a']	l	1	0	0	1
205.7969	2.0024	careful:cautious::explosion:damage	careful:cautious	None	None	1	None	1	None	0	0	0	1	0	0
209.2242	2.0141	careful:cautious::explosion:damage	None	explosion:damage	0	None	3	None	7	0	0	0	0	1	0
212.3039	1.2492	careful:cautious::explosion:damage	careful:cautious	explosion:damage	0	1	3	1	7	['l']	a	2	0	0	1
214.5804	2.0120	below:above::raise:salary	below:above	None	None	2	None	5	None	0	0	0	1	0	0
217.3595	2.0133	below:above::raise:salary	None	raise:salary	0	None	1	None	3	0	0	0	0	1	0
220.3446	0.9430	below:above::raise:salary	below:above	raise:salary	0	2	1	5	3	['a']	a	2	0	0	1
222.3133	2.0133	advertise:promote::wash:clean	advertise:promote	None	None	3	None	9	None	0	0	0	1	0	0
224.9681	2.0088	advertise:promote::wash:clean	None	wash:clean	1	None	3	None	9	0	0	0	0	1	0
229.4411	0.6329	advertise:promote::wash:clean	advertise:promote	wash:clean	1	3	3	9	9	['l']	l	2	0	0	1
231.1020	2.0010	hot:cold::old:young	hot:cold	None	None	2	None	4	None	0	0	0	1	0	0
234.6967	2.0004	hot:cold::old:young	None	old:young	1	None	2	None	4	0	0	0	0	1	0
238.2622	0.7550	hot:cold::old:young	hot:cold	old:young	1	2	2	4	4	['a']	a	1	0	0	1
240.0418	2.0002	fire:burns::heater:warmth	fire:burns	None	None	3	None	7	None	0	0	0	1	0	0
242.9652	2.0149	fire:burns::heater:warmth	None	heater:warmth	1	None	3	None	7	0	0	0	0	1	0
245.5926	0.5890	fire:burns::heater:warmth	fire:burns	heater:warmth	1	3	3	7	7	['a']	a	1	0	0	1
247.1941	2.0142	picture:drawing::pillow:cushion	picture:drawing	None	None	1	None	2	None	0	0	0	1	0	0
249.8224	2.0115	picture:drawing::pillow:cushion	None	pillow:cushion	1	None	1	None	2	0	0	0	0	1	0
252.8996	0.6449	picture:drawing::pillow:cushion	picture:drawing	pillow:cushion	1	1	1	2	2	['l']	l	2	0	0	1
254.5694	2.0153	danger:flee::in:out	danger:flee	None	None	3	None	8	None	0	0	0	1	0	0
257.5525	2.0015	danger:flee::in:out	None	in:out	0	None	2	None	5	0	0	0	0	1	0
260.4953	0.4851	danger:flee::in:out	danger:flee	in:out	0	3	2	8	5	['a']	a	2	0	0	1
262.0091	2.0148	burnish:shine::trim:shorten	burnish:shine	None	None	3	None	9	None	0	0	0	1	0	0
265.6511	2.0017	burnish:shine::trim:shorten	None	trim:shorten	1	None	3	None	9	0	0	0	0	1	0
268.5938	0.6143	burnish:shine::trim:shorten	burnish:shine	trim:shorten	1	3	3	9	9	['a']	a	1	0	0	1
270.2313	2.0022	good:wrong::loud:discreet	good:wrong	None	None	2	None	6	None	0	0	0	1	0	0
274.0945	2.0117	good:wrong::loud:discreet	None	loud:discreet	1	None	2	None	6	0	0	0	0	1	0
276.6553	0.4927	good:wrong::loud:discreet	good:wrong	loud:discreet	1	2	2	6	6	['a']	a	1	0	0	1
278.1651	1.9904	cook:eat::day:evening	cook:eat	None	None	3	None	9	None	0	0	0	1	0	0
281.3097	2.0152	cook:eat::day:evening	None	day:evening	0	None	2	None	6	0	0	0	0	1	0
283.8584	2.2003	cook:eat::day:evening	cook:eat	day:evening	0	3	2	9	6	['a']	l	1	0	0	1
